StudentID,FullName,ProgrammeCode,YearOfStudy,CGPA,ContactNumber
TP170313,Yong Chin,BM105,2,2.04,019-1610957
TP100414,Ling Chua,EE101,4,3.23,017-6509674
TP146930,Hanis binti Ibrahim,BM101,3,3.26,016-2240484
TP185960,Azri binti Ibrahim,CT105,2,3.26,012-3108618
TP162006,Deepa Sundaram,DT102,1,3.14,013-3167390
TP180409,Jun Wong,CT106,2,3.03,014-4046935
TP160358,Hao Yong,DT101,1,3.3,017-4701935
TP166212,Lavanya Sharma,CT107,1,2.58,017-3383199
TP131077,Naim bin Hassan,CT101,2,2.64,018-2247548
TP143511,Kai Goh,CT101,1,3.69,019-8859009
TP198903,Nurul binti Kamaruddin,EE105,2,2.29,012-7445922
TP124134,Wei Loh,CT104,4,3.53,012-9364943
TP168897,Nabilah bin Othman,DT102,2,2.53,012-5970374
TP177583,Faizal binti Ibrahim,CT107,1,2.86,017-7275108
TP141267,Mala Menon,DT102,1,2.07,011-3725734
TP168354,Hanis bin Ismail,CT107,1,3.45,012-2390472
TP139899,Farhana binti Ismail,CT101,1,2.1,019-3541449
TP188726,Xin Loh,CT101,4,3.71,019-1800023
TP135871,Wei Lee,BM103,3,2.34,012-5955826
TP188958,Xin Foo,EE102,3,3.4,016-6008454
TP103692,Haziq bin Abdullah,HS101,3,2.29,012-2042287
TP178423,Yong Ng,DT102,2,2.81,018-6992348
TP109932,Hao Leong,EE105,1,2.89,011-5983382
TP177989,Arjun Arumugam,CT101,1,3.39,016-4762369
TP124966,Amirul bin Kamaruddin,DT102,3,1.34,011-9692794
TP197678,Hafiz bin Zainal,HS103,3,2.39,014-3739797
TP170799,Xiao Lim,BM103,1,2.4,016-2818795
TP142544,Rizal bin Ahmad,EE105,1,3.25,013-5704781
TP149119,Yong Leong,EE101,3,3.81,014-4292198
TP129863,Izzat bin Abdullah,CT102,4,3.37,016-2504542
TP199939,Ming Koh,BM101,1,3.09,019-3882093
TP143011,Faizal binti Ahmad,EE105,2,3.01,016-3619697
TP194866,Haziq binti Ibrahim,CT105,3,3.85,019-1972277
TP108724,Muhammad bin Ahmad,CT102,4,2.73,016-6308493
TP133810,Nurul bin Ibrahim,EE101,4,3.14,018-6529507
TP136541,Xin Tan,CT104,1,2.28,018-9645108
TP158418,Yu Leong,CT104,3,1.64,011-9705246
TP142303,Chen Yap,CT105,1,2.49,013-1903681
TP149550,Nithya Sharma,CT104,3,2.22,017-9448818
TP154091,Wei Chan,CT107,1,2.72,011-8106560
TP101341,Haziq bin Abdullah,DT103,1,2.38,017-4965385
TP195284,Hui Leong,BM104,2,3.54,012-8643035
TP175011,Aisyah binti Othman,EE104,3,2.11,019-1157701
TP126965,Jing Chan,CT101,2,2.97,017-7482149
TP173551,Xin Chong,CT103,4,2.02,011-5883334
TP178473,Nadia bin Razali,CT102,1,3.59,013-2345144
TP135622,Naim binti Abdullah,CT105,3,2.35,013-2635292
TP198285,Ismail bin Ibrahim,CT107,1,2.11,016-2914703
TP182923,Xiao Koh,CT103,4,2.63,011-8162269
TP159757,Faizal binti Kamaruddin,EE101,1,3.63,013-7557770
TP146600,Nadia bin Ibrahim,CT103,1,2.89,014-1023225
TP107720,Farid binti Razali,EE105,1,2.93,014-6543978
TP159929,Azman bin Hassan,CT103,1,3.48,012-3003253
TP184393,Yong Tan,HS103,2,1.7,017-7855464
TP108308,Azman binti Ismail,PM101,1,3.52,012-2859994
TP156386,Athirah binti Abdullah,CT107,1,2.81,013-6734782
TP103133,Li Chua,CT102,1,3.63,019-7851156
TP101776,Muhammad binti Yusof,CT101,4,3.18,019-7459965
TP180698,Le Lim,CT106,1,2.79,019-8426195
TP176552,Chen Lim,CT103,1,2.03,012-8013879
TP105321,Xiao Chew,PM102,1,2.1,018-1409862
TP115677,Syazwani binti Zainal,DT102,2,2.84,017-4619325
TP131946,Amirul binti Musa,CT107,1,2.14,018-6702160
TP180266,Malika binti Yusof,CT102,3,2.68,019-6636299
TP185609,Lavanya Appalasamy,EE102,1,1.45,014-8874213
TP167705,Farhana bin Zainal,DT101,1,3.21,012-3210816
TP197064,Zainab binti Kamaruddin,EE102,4,3.71,014-8909172
TP111101,Jing Chan,CT102,4,2.98,011-4471105
TP119885,Lavanya Balakrishnan,BM102,1,2.72,017-6102069
TP101898,Athirah binti Ismail,EE103,1,2.94,011-8927249
TP178205,Priya Arumugam,CT103,4,3.64,013-2137775
TP124526,Xiao Ng,EE102,1,2.68,012-7227128
TP165988,Peng Koh,EE101,1,3.16,016-8507866
TP181230,Faizal binti Yusof,EE102,1,2.85,012-7720587
TP155703,Jing Cheong,CT106,1,2.65,013-8032353
TP148668,Azman binti Musa,CT102,3,2.15,016-7096313
TP189028,Liyana binti Ismail,CT103,1,2.76,011-9379592
TP119105,Liyana bin Hassan,EE102,4,3.73,016-2379281
TP191146,Haziq bin Kamaruddin,BM104,3,3.4,018-6961066
TP116386,Jing Chua,CT102,4,3.97,011-9981819
TP104508,Jia Foo,EE105,2,3.51,018-2818766
TP145648,Amirah bin Othman,CT107,1,2.47,019-6797958
TP198542,Athirah binti Ahmad,BM105,3,1.62,017-4868397
TP151353,Le Wong,CT106,2,3.64,013-3664600
TP172186,Ahmad binti Ismail,CT107,1,2.19,012-3247803
TP185839,Krishnan Krishnan,EE101,3,3.8,016-1084021
TP123977,Wei Goh,CT105,2,3.5,017-6462718
TP139869,Liyana binti Yusof,BM103,1,2.35,011-5742634
TP198103,Zulkifli bin Zainal,BM105,1,2.51,011-5872402
TP192907,Nadia bin Ibrahim,PM101,2,3.58,018-7439749
TP146729,Yu Chan,PM102,1,2.42,012-6865386
TP188818,Izzat bin Hassan,BM105,2,3.34,011-8562847
TP151477,Amirah binti Ismail,BM102,1,3.49,019-5699531
TP132014,Yong Lee,CT102,1,3.05,014-6503402
TP151410,Tian Chin,CT103,2,3.65,019-8262122
TP182538,Aisyah bin Kamaruddin,CT104,4,3.5,018-6037191
TP124184,Zi Chong,CT101,1,3.09,017-7309763
TP138275,Athirah bin Ahmad,BM104,2,3.22,013-3302717
TP131335,Dalila binti Zainal,CT101,4,1.58,018-2047955
TP152181,Yong Yong,CT107,1,2.86,013-3172567
TP185419,Ling Foo,HS101,1,2.56,018-3851837
TP138985,Jun Tan,CT104,1,3.76,013-2393474
TP191528,Athirah bin Ismail,CT107,1,3.44,013-7626246
TP129713,Hanis binti Kamaruddin,BM104,2,3.22,011-5937075
TP107075,Muhammad bin Othman,EE101,3,2.15,016-2395156
TP158994,Kumar Sundaram,CT104,1,2.62,011-3593123
TP199111,Ahmad binti Kamaruddin,CT106,2,2.29,017-9147656
TP104273,Syazwani binti Ibrahim,BM105,3,2.83,012-3842390
TP113020,Athirah bin Hassan,BM101,3,3.18,019-3020441
TP181462,Kai Leong,PM102,2,2.66,014-8292352
TP174044,Zulkifli binti Kamaruddin,CT101,2,3.32,012-3530370
TP113174,Harish Menon,EE103,3,3.06,019-4455503
TP143506,Naim bin Hassan,CT101,1,3.7,011-8565827
TP105729,Abdullah binti Musa,CT103,2,2.86,014-8271733
TP132679,Malika binti Razali,CT104,2,2.81,016-5828949
TP145152,Amirul bin Ahmad,CT105,2,3.55,018-2731717
TP173256,Ravi Ramasamy,BM102,3,3.05,019-3227400
TP159597,Ahmad binti Razali,EE102,4,2.52,011-6355401
TP142083,Vijay Krishnan,BM103,3,3.62,012-9604772
TP143484,Rizal bin Ahmad,CT106,1,3.44,011-3415472
TP149543,Nur bin Abdullah,CT102,3,3.01,019-4178835
TP176326,Syazwani binti Ahmad,BM104,2,2.65,013-1244300
TP154873,Zainab binti Othman,HS101,2,3.55,011-8379392
TP105149,Wei Chong,CT103,3,2.97,011-2343939
TP100479,Harish Nadarajan,CT102,1,2.43,013-2232884
TP127610,Siti bin Musa,PM102,2,2.96,011-6099693
TP139040,Hui Koh,EE101,4,3.09,014-9934644
TP176674,Hanis binti Abdullah,CT107,1,2.76,016-4785535
TP125352,Izzati binti Abdullah,DT103,2,3.21,019-8989997
TP134999,Yong Ong,BM102,1,2.5,016-7743565
TP106593,Hanis binti Musa,EE104,4,2.43,013-9509649
TP101906,Naim binti Ahmad,CT106,1,3.5,018-5171936
TP117005,Izzati binti Ahmad,PM101,2,3.69,019-4991670
TP130351,Haziq binti Ismail,DT103,3,2.69,017-3517953
TP180474,Le Wong,EE105,2,2.61,018-2973168
TP104735,Siti binti Ibrahim,CT104,2,2.56,012-2679308
TP160640,Faizal bin Ismail,CT103,1,3.59,019-6187002
TP151095,Priya Devaraj,DT103,1,2.25,018-3369858
TP133091,Hafiz bin Razali,DT101,2,3.56,012-8147788
TP127522,Nurul binti Ismail,CT103,1,2.65,016-9022908
TP117214,Farhana bin Zainal,EE104,3,2.58,012-7217875
TP150076,Le Tan,CT103,2,2.68,013-4799380
TP160247,Siti binti Othman,CT106,2,2.7,019-5738559
TP183701,Farid binti Abdullah,EE105,1,3.12,019-6740329
TP130980,Xin Tan,HS101,2,3.51,017-2474407
TP114433,Ming Chan,CT102,2,2.53,017-8394702
TP174582,Jia Chong,CT101,3,2.78,019-5452810
TP174663,Ming Loh,DT103,3,3.28,016-1634464
TP161391,Ming Goh,BM103,3,3.83,017-1343687
TP146447,Kai Yap,CT102,1,3.4,017-2808110
TP162905,Naim bin Abdullah,CT105,3,2.84,017-9909969
TP101313,Izzati binti Othman,BM104,1,2.72,016-9892306
TP120095,Vijay Raju,CT104,2,3.45,017-2972832
TP135434,Ganesh Pillai,CT105,2,3.43,012-4304189
TP183904,Le Yap,HS101,2,3.26,019-5889395
TP156277,Tian Koh,CT101,3,3.6,019-5907932
TP111886,Zi Teh,CT102,2,3.22,013-3896141
TP180597,Chen Cheong,DT102,2,3.27,011-3622793
TP178055,Ibrahim binti Othman,CT105,3,3.52,016-9575393
TP150621,Deepa Murugasen,BM103,2,3.31,014-4922734
TP112305,Azman bin Kamaruddin,BM105,2,2.01,014-7565041
TP177600,Zainab bin Razali,CT107,1,3.55,014-6931279
TP188295,Fang Goh,BM105,3,3.33,011-8752461
TP165244,Lavanya Chandran,CT105,1,2.0,018-3376137
TP195798,Nurul binti Musa,CT105,1,3.08,012-4960168
TP115732,Fang Chua,CT106,2,3.43,016-5309595
TP199533,Vijay Sundaram,CT106,1,3.46,012-2046881
TP188079,Izzat bin Musa,DT101,3,1.51,018-7985675
TP128317,Nithya Govindasamy,CT104,4,3.48,016-3163049
TP102436,Nabilah bin Hassan,BM104,1,2.77,014-7187639
TP157640,Liyana bin Hassan,CT102,3,3.32,013-9227231
TP101588,Hafiz bin Abdullah,DT103,1,1.45,019-1065912
TP138380,Azri binti Ibrahim,CT105,2,2.89,018-1133132
TP168165,Kumar Govindasamy,BM103,2,3.07,013-2740022
TP146991,Hanis bin Razali,HS101,2,2.96,017-5409259
TP168440,Tian Ong,EE105,2,2.09,017-9374728
TP149766,Tian Lee,DT103,3,2.74,017-9397901
TP166774,Malika bin Zainal,CT105,1,3.73,013-8172263
TP188211,Zulkifli bin Musa,PM102,2,3.85,013-1532186
TP198884,Amirul binti Razali,CT102,1,3.12,016-8734580
TP150723,Mala Ramasamy,BM104,2,2.94,016-7217678
TP114603,Faizal bin Kamaruddin,BM101,2,3.73,013-9558933
TP130724,Xiao Tan,EE105,2,3.34,017-6158613
TP120026,Jia Wong,CT104,2,2.46,012-6570693
TP186462,Farid binti Ismail,CT103,4,2.64,014-9394390
TP122422,Dalila bin Kamaruddin,CT106,1,2.79,016-2154515
TP177181,Anand Maniam,DT102,3,2.78,011-6253104
TP172623,Haziq binti Abdullah,CT102,4,2.79,018-3112875
TP140871,Izzati bin Abdullah,EE104,2,2.65,013-1918749
TP153035,Liyana binti Musa,HS102,2,1.55,016-6463259
TP106279,Le Ong,DT103,1,3.88,013-6751898
TP100084,Raj Appalasamy,BM101,2,3.32,016-9106846
TP151351,Amirul binti Musa,CT102,1,2.66,019-2560457
TP138446,Nadia bin Kamaruddin,CT106,2,3.62,019-4056347
TP161394,Hao Cheong,CT105,2,3.54,013-7779699
TP160328,Farah binti Othman,PM101,1,2.47,011-2073655
TP172370,Farhana bin Ismail,EE103,1,2.78,019-6290478
TP120543,Nithya Maniam,BM102,3,1.24,011-4997210
TP192328,Aisyah bin Kamaruddin,EE103,2,2.58,017-9151064
TP171823,Azri binti Othman,CT102,2,3.05,019-2545175
TP174270,Hao Chin,DT101,3,1.35,016-3805897
TP178740,Rizal bin Ahmad,HS102,1,1.36,011-6868707
TP177627,Faizal binti Razali,HS103,3,3.23,018-1827919
TP186875,Nur binti Ismail,CT103,2,1.26,011-8324681
TP197965,Farid bin Kamaruddin,BM102,1,2.12,019-3566105
TP199980,Deepa Murugasen,CT105,2,3.36,018-4839815
TP175958,Farid binti Othman,BM102,2,2.89,017-5838692
TP159697,Izzat bin Hassan,CT106,1,3.55,018-4683198
TP127813,Chen Leong,HS102,2,2.92,011-3624679
TP192203,Abdullah bin Kamaruddin,CT104,3,2.8,013-5262899
TP124024,Liyana bin Zainal,BM102,2,4.0,013-3256234
TP126214,Farid binti Kamaruddin,CT101,4,1.19,018-3414015
TP192123,Ibrahim bin Kamaruddin,EE103,1,2.74,018-1921568
TP114423,Mala Nair,DT102,2,2.8,013-3464851
TP119811,Amirul bin Othman,EE101,1,2.13,012-8880985
TP132231,Farhana binti Razali,DT102,2,3.51,014-8265610
TP128704,Krishnan Sharma,PM101,1,1.92,019-6554087
TP184118,Ibrahim binti Ahmad,CT102,3,3.72,018-5363125
TP144143,Azman binti Razali,EE102,3,2.81,014-4860503
TP123415,Haziq bin Ahmad,CT103,1,2.01,018-7253431
TP195888,Zi Wong,DT103,1,2.98,017-9259061
TP190213,Chen Chong,CT107,1,2.86,016-7456413
TP197280,Ahmad bin Abdullah,EE101,4,2.03,011-8060795
TP146291,Yong Leong,CT105,3,2.93,013-1050211
TP128882,Nadia bin Zainal,HS101,3,2.63,011-6097419
TP138830,Hafiz binti Kamaruddin,BM103,2,2.87,014-1877026
TP124259,Suresh Sharma,CT102,4,2.5,012-1223214
TP159022,Zainab bin Musa,CT104,4,1.48,012-5491857
TP139209,Zulkifli binti Ismail,HS101,2,2.58,018-3928494
TP187306,Nurul bin Kamaruddin,BM105,1,2.99,017-9136155
TP137992,Xin Chew,CT105,1,2.09,012-3804075
TP109592,Suresh Krishnan,CT102,4,3.16,013-6995624
TP125990,Aisyah bin Othman,CT101,2,3.48,012-7267616
TP162398,Nadia bin Musa,HS101,1,3.21,016-2688838
TP149158,Abdullah binti Musa,PM101,1,2.22,018-7151733
TP119340,Zi Lee,EE104,2,2.89,012-1432519
TP193186,Abdullah bin Ahmad,HS101,2,3.63,014-4604707
TP126335,Xin Chong,CT103,4,1.54,018-2549218
TP195983,Abdullah bin Musa,DT103,2,2.73,012-9965503
TP163042,Ahmad bin Ahmad,PM101,3,3.54,016-1389363
TP145402,Muhammad binti Razali,DT101,3,2.81,012-9350344
TP182330,Nabilah bin Musa,BM104,2,3.1,017-8125708
TP149730,Azri binti Kamaruddin,DT103,3,3.48,016-9972350
TP131829,Vijay Selvam,BM105,1,3.75,016-8295267
TP177187,Suresh Krishnan,CT105,3,2.54,018-4236865
TP184566,Tian Chua,CT107,1,3.58,012-3377454
TP146818,Nabilah binti Ahmad,DT102,2,3.51,018-4549300
TP159123,Rizal bin Abdullah,BM103,3,2.69,016-5307737
TP197154,Muhammad bin Abdullah,BM102,1,3.53,018-7643486
TP125502,Ramesh Sharma,BM102,2,3.13,017-4130658
TP169810,Jun Koh,CT101,1,3.26,019-3459747
TP163034,Faizal bin Abdullah,HS103,2,2.72,014-6107124
TP159881,Ahmad binti Musa,BM103,3,3.16,017-4526029
TP179553,Rizal bin Musa,CT105,3,2.04,018-3274982
TP192877,Krishnan Nadarajan,CT106,1,2.79,016-6962080
TP134985,Shanti Pillai,CT103,1,3.57,012-1667034
TP138175,Raj Menon,DT102,3,2.65,014-5406584
TP129793,Shanti Appalasamy,EE101,4,3.64,019-8442471
TP179978,Abdullah binti Razali,CT103,1,3.5,014-8332288
TP190525,Nurul binti Razali,EE105,1,3.71,012-6605614
TP178489,Faizal bin Ismail,CT101,1,2.8,019-1736480
TP162321,Naim bin Musa,BM104,1,2.38,018-6372419
TP154879,Abdullah binti Kamaruddin,CT105,1,2.31,014-8827187
TP153030,Xiao Tan,BM103,2,2.84,017-7232962
TP139630,Naim bin Zainal,CT103,2,3.62,011-4220172
TP135648,Izzati binti Ahmad,BM105,2,2.26,011-8581106
TP120520,Peng Leong,DT101,2,2.09,016-6958167
TP149296,Rizal bin Othman,CT101,4,2.07,017-2630536
TP131893,Hao Wong,CT101,4,3.86,019-9156320
TP145313,Le Foo,PM101,1,3.46,014-6134665
TP140830,Hui Lee,EE103,2,2.09,017-2158105
TP154749,Jun Ong,CT103,1,3.19,019-1079924
TP152279,Ismail bin Ismail,BM101,1,2.58,016-2137462
TP174984,Muhammad binti Musa,CT106,2,3.16,012-3410745
TP106841,Naim binti Kamaruddin,EE103,4,3.04,018-1935844
TP159712,Shanti Murugasen,CT102,1,2.89,014-2330730
TP193138,Fang Goh,CT105,3,2.65,011-7391026
TP148197,Nurul bin Musa,EE103,1,3.47,012-5430504
TP120119,Athirah binti Zainal,CT104,3,3.22,019-5953010
TP131560,Zainab binti Othman,CT107,1,3.73,014-4855676
TP194611,Le Ong,CT106,2,3.41,018-7255156
TP187768,Sanjay Subramaniam,HS103,1,2.65,011-1982003
TP134466,Li Ng,CT103,3,3.56,017-7267991
TP168584,Nadia bin Ismail,CT104,4,2.43,013-3126161
TP134124,Malika bin Othman,CT105,3,2.16,013-3517192
TP120863,Amirah bin Zainal,BM101,3,3.69,018-6375214
TP149784,Hao Chong,HS102,2,2.72,016-4704386
TP110990,Amirul binti Ismail,BM105,3,3.12,018-9849121
TP158266,Athirah binti Kamaruddin,DT103,2,2.63,017-9409994
TP140098,Abdullah binti Yusof,BM103,2,3.69,016-8319375
TP116326,Kai Goh,CT102,4,2.94,014-5688740
TP180117,Azri binti Zainal,CT105,1,3.06,018-8951740
TP103546,Xin Chew,BM103,2,2.79,016-6972212
TP152682,Nurul bin Zainal,EE101,3,2.6,014-6561735
TP109884,Chen Ong,DT103,2,3.27,017-1559706
TP165455,Anand Vellu,CT101,2,2.86,012-7361526
TP153070,Jia Teh,CT102,4,2.24,014-9419500
TP105740,Ismail bin Hassan,CT107,1,2.61,014-7153595
TP171335,Ismail bin Ibrahim,PM101,2,3.37,014-8567175
TP192364,Syafiq bin Hassan,CT104,4,2.8,016-8756120
TP157501,Liyana binti Yusof,EE102,2,3.38,018-7701349
TP179084,Chen Ong,PM101,1,3.59,012-4449113
TP147901,Krishnan Ramasamy,CT107,1,2.06,016-2868077
TP142887,Faizal binti Ibrahim,EE104,4,2.58,018-5564197
TP144142,Tian Lim,BM103,1,2.71,013-5210656
TP117137,Suresh Appalasamy,BM101,1,2.4,018-9668865
TP111487,Jia Chan,CT107,1,2.97,014-7122304
TP145729,Chen Chua,CT101,4,3.42,016-3406296
TP157820,Lavanya Murugasen,EE101,3,2.23,012-7664638
TP199732,Farid binti Razali,CT104,2,2.08,016-3775420
TP178258,Ganesh Vellu,CT103,2,3.33,017-9466903
TP105875,Yong Chan,BM104,2,2.64,011-9146696
TP135661,Nadia bin Abdullah,BM101,1,3.97,016-8610635
TP116994,Hafiz bin Ismail,CT101,4,3.63,017-9604208
TP178068,Muhammad binti Zainal,CT102,3,3.69,013-4221034
TP129718,Ibrahim bin Hassan,DT102,2,2.55,012-3629588
TP183822,Xin Koh,HS102,1,3.05,017-5544012
TP187275,Azman bin Ibrahim,EE103,3,3.01,017-3425635
TP125442,Zulkifli binti Ismail,CT102,3,2.68,012-4191477
TP130396,Muhammad bin Ahmad,DT103,3,3.52,019-9218769
TP126765,Jia Cheong,CT106,1,1.84,017-5563057
TP117022,Nithya Nadarajan,EE104,3,1.58,012-5973110
TP161473,Malika binti Razali,CT101,1,2.8,012-9585624
TP107934,Malika binti Othman,CT103,1,3.31,017-7322030
TP136608,Mala Raju,DT103,2,2.44,013-8753603
TP145925,Yong Cheong,EE101,2,1.33,014-7184221
TP194678,Farid binti Ahmad,CT104,2,3.4,012-3906968
TP119273,Xin Ng,EE105,2,2.58,019-3637277
TP115974,Liyana binti Razali,BM103,1,3.14,012-6811015
TP183993,Deepa Nair,BM103,3,4.0,011-2211302
TP163340,Vijay Chandran,DT102,2,2.78,014-4452529
TP140593,Xin Teh,CT101,1,2.09,013-7752435
TP124951,Kai Goh,CT105,2,3.12,017-9086516
TP137541,Kai Chong,BM104,3,3.26,018-1871209
TP162012,Naim bin Musa,EE104,3,1.95,012-5300195
TP199882,Aisyah binti Ibrahim,DT101,1,3.43,016-2096265
TP184788,Ibrahim binti Musa,HS102,2,3.02,012-1956892
TP161132,Nurul bin Abdullah,CT101,3,1.25,016-5329923
TP127328,Hui Yong,BM105,3,3.06,013-7587211
TP199330,Farah bin Ibrahim,CT101,3,2.62,013-9986000
TP128670,Ahmad binti Ibrahim,HS101,1,2.57,014-6190067
TP101114,Haziq bin Zainal,BM103,3,3.17,011-5322717
TP157843,Mala Chandran,CT106,2,2.83,019-7236364
TP127768,Hui Tan,BM101,2,2.11,013-7237120
TP139884,Hafiz bin Musa,BM103,2,2.12,012-8409294
TP121331,Xiao Wong,CT101,2,1.08,019-9157878
TP129854,Athirah binti Musa,BM104,3,3.09,016-5537249
TP155701,Peng Chin,BM104,2,3.85,017-6350174
TP125971,Azri bin Kamaruddin,CT103,4,2.82,014-1518548
TP101262,Jia Leong,BM104,2,2.75,017-2908756
TP161570,Mala Devaraj,CT103,2,3.2,013-1664602
TP117151,Zi Koh,CT104,4,2.42,013-8025190
TP111687,Peng Koh,PM102,1,3.34,013-9023840
TP194288,Nithya Raju,CT107,1,2.64,011-2453794
TP110262,Abdullah binti Abdullah,CT101,2,3.57,018-7257713
TP190439,Izzati binti Zainal,BM104,3,3.8,018-2780509
TP138032,Syazwani bin Ibrahim,CT105,2,3.2,018-7500931
TP143920,Krishnan Ramasamy,EE102,3,2.22,018-4122708
TP157944,Nur bin Razali,CT106,1,2.45,011-5580646
TP196400,Zi Chua,DT102,2,3.69,013-7446649
TP109613,Zi Teh,CT101,1,2.39,018-8976516
TP101173,Athirah bin Razali,HS103,3,3.46,016-8685612
TP120469,Nadia binti Abdullah,EE104,1,3.08,019-9524503
TP104695,Hafiz binti Ibrahim,PM101,3,3.54,016-5125492
TP138269,Abdullah bin Hassan,DT101,1,2.22,018-9790197
TP130007,Peng Teh,BM105,3,3.0,012-3743779
TP108607,Farah binti Zainal,BM102,3,2.47,011-5468554
TP185166,Muhammad binti Yusof,HS101,2,2.78,018-4675165
TP193314,Yu Chin,HS101,1,2.45,017-8325323
TP162224,Abdullah binti Ismail,EE102,3,1.71,014-6734659
TP131856,Zainab bin Razali,CT104,3,2.96,016-9147363
TP171312,Hafiz binti Yusof,CT105,3,2.74,013-8036984
TP132726,Siti binti Ahmad,CT104,3,2.33,014-5150213
TP143351,Izzat binti Othman,PM102,1,3.45,018-5406023
TP131903,Ganesh Subramaniam,CT107,1,1.82,019-1798647
TP119124,Peng Chua,EE103,3,3.53,017-3032732
TP159491,Farid bin Ahmad,PM101,1,3.7,016-9012512
TP196300,Jing Koh,CT105,1,3.02,012-7350935
TP168231,Hao Yong,CT105,2,2.81,011-6340251
TP114504,Muthu Pillai,EE102,1,1.39,011-7210953
TP188646,Amirul bin Hassan,CT101,1,3.01,013-5838294
TP129239,Hao Loh,BM101,2,2.53,016-7086701
TP190919,Zainab binti Yusof,EE104,4,1.81,019-3244557
TP109798,Jun Cheong,EE103,1,3.0,013-6865977
